"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Kazakhstan","1994","Male","Not applicable","Number","164639"
"Kazakhstan","1994","Female","Not applicable","Number","159133"
"Kazakhstan","1993","Female","Not applicable","Number","159363"
"Kazakhstan","1993","Male","Not applicable","Number","164255"
"Kazakhstan","1993","All genders","Not applicable","Number","323618"
"Kazakhstan","1992","All genders","Not applicable","Number","326000"
"Kazakhstan","1992","Female","Not applicable","Number","160951"
"Kazakhstan","1992","Male","Not applicable","Number","165049"
"Kazakhstan","1991","Male","Not applicable","Number","165896"
"Kazakhstan","1991","Female","Not applicable","Number","162466"
"Kazakhstan","1991","All genders","Not applicable","Number","328362"
"Kazakhstan","1990","All genders","Not applicable","Number","326962"
"Kazakhstan","1990","Female","Not applicable","Number","161886"
"Kazakhstan","1990","Male","Not applicable","Number","165076"
"Kazakhstan","1989","Male","Not applicable","Number","163864"
"Kazakhstan","1989","Female","Not applicable","Number","160979"
"Kazakhstan","1989","All genders","Not applicable","Number","324843"
"Kazakhstan","1988","All genders","Not applicable","Number","322040"
"Kazakhstan","1988","Male","Not applicable","Number","162511"
"Kazakhstan","1988","Female","Not applicable","Number","159529"
"Kazakhstan","1987","Male","Not applicable","Number","161449"
"Kazakhstan","1987","All genders","Not applicable","Number","319560"
"Kazakhstan","1987","Female","Not applicable","Number","158111"
"Kazakhstan","1986","All genders","Not applicable","Number","318580"
"Kazakhstan","1986","Female","Not applicable","Number","157524"
"Kazakhstan","1986","Male","Not applicable","Number","161056"
"Kazakhstan","1985","Male","Not applicable","Number","161067"
"Kazakhstan","1985","Female","Not applicable","Number","157309"
"Kazakhstan","1985","All genders","Not applicable","Number","318376"
"Kazakhstan","1984","All genders","Not applicable","Number","317861"
"Kazakhstan","1984","Female","Not applicable","Number","156941"
"Kazakhstan","1984","Male","Not applicable","Number","160920"
"Kazakhstan","1983","Male","Not applicable","Number","159184"
"Kazakhstan","1983","Female","Not applicable","Number","155147"
"Kazakhstan","1983","All genders","Not applicable","Number","314331"
"Kazakhstan","1982","All genders","Not applicable","Number","308788"
"Kazakhstan","1982","Female","Not applicable","Number","152444"
"Kazakhstan","1982","Male","Not applicable","Number","156344"
"Kazakhstan","1981","Male","Not applicable","Number","153813"
"Kazakhstan","1981","Female","Not applicable","Number","150165"
"Kazakhstan","1981","All genders","Not applicable","Number","303978"
"Kazakhstan","1980","All genders","Not applicable","Number","296531"
"Kazakhstan","1980","Female","Not applicable","Number","146656"
"Kazakhstan","1980","Male","Not applicable","Number","149875"
"Kazakhstan","1979","Male","Not applicable","Number","147152"
"Kazakhstan","1979","Female","Not applicable","Number","144290"
"Kazakhstan","1979","All genders","Not applicable","Number","291442"
"Kazakhstan","1978","All genders","Not applicable","Number","293062"
"Kazakhstan","1978","Female","Not applicable","Number","145144"
"Kazakhstan","1978","Male","Not applicable","Number","147918"
"Kazakhstan","1977","Female","Not applicable","Number","149008"
"Kazakhstan","1977","Male","Not applicable","Number","151978"
"Kazakhstan","1977","All genders","Not applicable","Number","300986"
"Kazakhstan","1976","All genders","Not applicable","Number","312339"
"Kazakhstan","1976","Male","Not applicable","Number","157854"
"Kazakhstan","1976","Female","Not applicable","Number","154485"
"Kazakhstan","1975","Female","Not applicable","Number","161050"
"Kazakhstan","1975","Male","Not applicable","Number","165098"
"Kazakhstan","1975","All genders","Not applicable","Number","326148"
"Kenya","2012","All genders","Not applicable","Number","1075035"
"Kenya","2012","Female","Not applicable","Number","535018"
"Kenya","2012","Male","Not applicable","Number","540017"
"Kenya","2011","Male","Not applicable","Number","521348"
"Kenya","2011","Female","Not applicable","Number","516495"
"Kenya","2011","All genders","Not applicable","Number","1037843"
"Kenya","2010","All genders","Not applicable","Number","1002013"
"Kenya","2010","Female","Not applicable","Number","498612"
"Kenya","2010","Male","Not applicable","Number","503401"
"Kenya","2009","Male","Not applicable","Number","487396"
"Kenya","2009","Female","Not applicable","Number","482701"
"Kenya","2009","All genders","Not applicable","Number","970097"
"Kenya","2008","All genders","Not applicable","Number","944371"
"Kenya","2008","Female","Not applicable","Number","469913"
"Kenya","2008","Male","Not applicable","Number","474458"
"Kenya","2007","Male","Not applicable","Number","463562"
"Kenya","2007","All genders","Not applicable","Number","922739"
"Kenya","2007","Female","Not applicable","Number","459177"
"Kenya","2006","Female","Not applicable","Number","449202"
"Kenya","2006","All genders","Not applicable","Number","902665"
"Kenya","2006","Male","Not applicable","Number","453463"
"Kenya","2005","Male","Not applicable","Number","444218"
"Kenya","2005","Female","Not applicable","Number","440053"
"Kenya","2005","All genders","Not applicable","Number","884271"
"Kenya","2004","All genders","Not applicable","Number","871870"
"Kenya","2004","Female","Not applicable","Number","433854"
"Kenya","2004","Male","Not applicable","Number","438016"
"Kenya","2003","Male","Not applicable","Number","435656"
"Kenya","2003","Female","Not applicable","Number","431602"
"Kenya","2003","All genders","Not applicable","Number","867258"
"Kenya","2002","All genders","Not applicable","Number","865633"
"Kenya","2002","Female","Not applicable","Number","430854"
"Kenya","2002","Male","Not applicable","Number","434779"
"Kenya","2001","Male","Not applicable","Number","434433"
"Kenya","2001","Female","Not applicable","Number","430549"
"Kenya","2001","All genders","Not applicable","Number","864982"
"Kenya","2000","All genders","Not applicable","Number","867493"
"Kenya","2000","Female","Not applicable","Number","431755"
"Kenya","2000","Male","Not applicable","Number","435738"
"Kenya","1999","Male","Not applicable","Number","433150"
"Kenya","1999","Female","Not applicable","Number","429288"
"Kenya","1999","All genders","Not applicable","Number","862438"
"Kenya","1998","All genders","Not applicable","Number","846856"
"Kenya","1998","Female","Not applicable","Number","421567"
"Kenya","1998","Male","Not applicable","Number","425289"
"Kenya","1997","Male","Not applicable","Number","415281"
"Kenya","1997","All genders","Not applicable","Number","826940"
"Kenya","1997","Female","Not applicable","Number","411659"
"Kenya","1996","Female","Not applicable","Number","401540"
"Kenya","1996","All genders","Not applicable","Number","806680"
"Kenya","1996","Male","Not applicable","Number","405140"
"Kenya","1995","Male","Not applicable","Number","393814"
"Kenya","1995","Female","Not applicable","Number","390170"
"Kenya","1995","All genders","Not applicable","Number","783984"
"Kenya","1994","All genders","Not applicable","Number","762761"
"Kenya","1994","Female","Not applicable","Number","379653"
"Kenya","1994","Male","Not applicable","Number","383108"
"Kenya","1993","Male","Not applicable","Number","370912"
"Kenya","1993","All genders","Not applicable","Number","738730"
"Kenya","1993","Female","Not applicable","Number","367818"
"Kenya","1992","All genders","Not applicable","Number","713129"
"Kenya","1992","Female","Not applicable","Number","355220"
"Kenya","1992","Male","Not applicable","Number","357909"
"Kenya","1991","Male","Not applicable","Number","344799"
"Kenya","1991","Female","Not applicable","Number","342465"
"Kenya","1991","All genders","Not applicable","Number","687264"
"Kenya","1990","All genders","Not applicable","Number","661950"
"Kenya","1990","Female","Not applicable","Number","329964"
"Kenya","1990","Male","Not applicable","Number","331986"
"Kenya","1989","Female","Not applicable","Number","317692"
"Kenya","1989","Male","Not applicable","Number","319363"
"Kenya","1989","All genders","Not applicable","Number","637055"
"Kenya","1988","All genders","Not applicable","Number","613333"
"Kenya","1988","Male","Not applicable","Number","307321"
"Kenya","1988","Female","Not applicable","Number","306012"
"Kenya","1987","Female","Not applicable","Number","294728"
"Kenya","1987","Male","Not applicable","Number","295688"
"Kenya","1987","All genders","Not applicable","Number","590416"
"Kenya","1986","All genders","Not applicable","Number","568166"
"Kenya","1986","Female","Not applicable","Number","283761"
"Kenya","1986","Male","Not applicable","Number","284405"
"Kenya","1985","Male","Not applicable","Number","273768"
"Kenya","1985","All genders","Not applicable","Number","547143"
"Kenya","1985","Female","Not applicable","Number","273375"
"Kenya","1984","Female","Not applicable","Number","262777"
"Kenya","1984","All genders","Not applicable","Number","525686"
"Kenya","1984","Male","Not applicable","Number","262909"
"Kenya","1983","Male","Not applicable","Number","251735"
"Kenya","1983","All genders","Not applicable","Number","503623"
"Kenya","1983","Female","Not applicable","Number","251888"
"Kenya","1982","All genders","Not applicable","Number","482003"
"Kenya","1982","Male","Not applicable","Number","240788"
"Kenya","1982","Female","Not applicable","Number","241215"
"Kenya","1981","Female","Not applicable","Number","231062"
"Kenya","1981","Male","Not applicable","Number","230410"
"Kenya","1981","All genders","Not applicable","Number","461472"
"Kenya","1980","All genders","Not applicable","Number","441998"
"Kenya","1980","Male","Not applicable","Number","220596"
"Kenya","1980","Female","Not applicable","Number","221402"
"Kenya","1979","Male","Not applicable","Number","211424"
"Kenya","1979","All genders","Not applicable","Number","423843"
"Kenya","1979","Female","Not applicable","Number","212419"
"Kenya","1978","Female","Not applicable","Number","204118"
"Kenya","1978","All genders","Not applicable","Number","407001"
"Kenya","1978","Male","Not applicable","Number","202883"
"Kenya","1977","Male","Not applicable","Number","194932"
"Kenya","1977","Female","Not applicable","Number","196395"
"Kenya","1977","All genders","Not applicable","Number","391327"
"Kenya","1976","All genders","Not applicable","Number","376917"
"Kenya","1976","Female","Not applicable","Number","189274"
"Kenya","1976","Male","Not applicable","Number","187643"
"Kenya","1975","Female","Not applicable","Number","182988"
"Kenya","1975","Male","Not applicable","Number","181244"
"Kenya","1975","All genders","Not applicable","Number","364232"
"Kiribati","2012","Female","Not applicable","Number","1080"
"Kiribati","2012","Male","Not applicable","Number","1118"
"Kiribati","2012","All genders","Not applicable","Number","2198"
